label,episode,lam,num_robots,n_completed,n_arrived,avg_flow_time,avg_wait_time,robot_utilization,dist_per_order,partial_trip_rate,mid_trip_count,mid_trip_rate,extra_travel_m,saving_per_insertion,reward,epsilon,completion_rate,throughput
RL_gq01_eval,17,0.1388888888888889,5,4949,4968,132.8917272343032,132.8917272343032,0.594255555555555,29.76329561527592,0.07856450048496605,3558,0.7189331178015761,129014.99999999985,43.73946037099498,3346.618412610847,0.0,0.9961755233494364,0.13747222222222222
RL_gq01_eval,18,0.1388888888888889,5,5028,5045,135.71325556475756,135.71325556475756,0.6016902777777773,29.6847155926811,0.06634615384615385,3468,0.6897374701670644,126249.59999999996,43.59584775086506,3245.287464069434,0.0,0.9966303270564916,0.13966666666666666
RL_gq01_eval,19,0.1388888888888889,5,4996,5009,134.00404366993956,134.00404366993956,0.5929161111111101,29.51861489191371,0.07059961315280464,3445,0.6895516413130505,124493.4999999996,43.862554426705486,3222.33368869311,0.0,0.997404671591136,0.13877777777777778
RL_gq03_eval,0,0.1388888888888889,5,4903,4925,134.74475234548774,134.74475234548774,0.5863969444444442,29.932755455843466,0.08932038834951456,3382,0.6897817662655517,124864.89999999966,43.07956830277952,3180.5735019082513,0.0,0.9955329949238578,0.13619444444444445
RL_gq03_eval,1,0.1388888888888889,5,4829,4854,133.85645514228074,133.85645514228074,0.5763424999999996,29.839428453095948,0.07960199004975124,3382,0.7003520397597847,124223.99999999971,43.26907155529281,3193.597244548355,0.0,0.9948496085702513,0.1341388888888889
RL_gq03_eval,2,0.1388888888888889,5,5061,5081,135.0240536705571,135.0240536705571,0.5946511111111102,29.38429164196817,0.0778727445394112,3335,0.6589606797075677,118871.39999999997,44.35640179910046,3134.698448461754,0.0,0.9960637669750049,0.14058333333333334
RL_gq03_eval,3,0.1388888888888889,5,5001,5029,134.2489863966968,134.2489863966968,0.5982744444444433,29.848510297940592,0.07610789980732177,3474,0.6946610677864428,126932.19999999955,43.46223373632713,3263.798184734005,0.0,0.9944322927023265,0.13891666666666666
RL_gq03_eval,4,0.1388888888888889,5,4969,4984,133.7340650288609,133.7340650288609,0.5943830555555546,29.808090158985898,0.0821256038647343,3493,0.7029583417186557,127154.09999999974,43.59745204695112,3289.2763872402475,0.0,0.9969903691813804,0.13802777777777778
RL_gq03_eval,5,0.1388888888888889,5,4966,4998,136.64679718727032,136.64679718727032,0.5968461111111109,29.926550543697253,0.07163601161665054,3347,0.6739830849778494,121300.89999999994,43.758320884374086,3142.1749007806175,0.0,0.9935974389755903,0.13794444444444445
RL_gq03_eval,6,0.1388888888888889,5,4952,4978,134.21622470921093,134.21622470921093,0.5913463888888885,29.70179725363493,0.08220502901353965,3442,0.6950726978998385,124903.0999999999,43.71205694363745,3250.7383735527364,0.0,0.9947770188830856,0.13755555555555554
RL_gq03_eval,7,0.1388888888888889,5,4980,4996,133.66326149478184,133.66326149478184,0.5910591666666664,29.625672690763135,0.08253358925143954,3452,0.6931726907630522,123770.89999999976,44.14516222479729,3262.523010245197,0.0,0.9967974379503602,0.13833333333333334
RL_gq03_eval,8,0.1388888888888889,5,4957,4985,135.16023034924572,135.16023034924572,0.5903608333333319,29.64010490215875,0.08349514563106795,3322,0.6701634052854549,120940.39999999956,43.594099939795434,3154.9725167083925,0.0,0.994383149448345,0.13769444444444445
RL_gq03_eval,9,0.1388888888888889,5,4938,4955,135.00139279175482,135.00139279175482,0.5900794444444439,29.76391251518845,0.08155339805825243,3381,0.6846901579586877,123904.09999999989,43.35282460810414,3181.6540796324657,0.0,0.99656912209889,0.13716666666666666
RL_gq03_eval,10,0.1388888888888889,5,5118,5128,134.88018351168765,134.88018351168765,0.610666388888888,29.62050605705366,0.07337723424270931,3532,0.6901133255177804,127226.49999999983,43.97890713476789,3305.2971040902066,0.0,0.9980499219968799,0.14216666666666666
RL_gq03_eval,11,0.1388888888888889,5,4960,4977,131.7325738783957,131.7325738783957,0.5892463888888886,29.52295362903232,0.08477842003853564,3484,0.7024193548387097,125819.2999999998,43.88653846153852,3295.9258134088527,0.0,0.9965842877235283,0.13777777777777778
RL_gq03_eval,12,0.1388888888888889,5,4917,4936,135.71689877905357,135.71689877905357,0.5921644444444428,30.03389261744992,0.08446601941747572,3411,0.6937156802928615,124073.69999999995,43.62541776605102,3210.4589871140415,0.0,0.9961507293354943,0.13658333333333333
RL_gq03_eval,13,0.1388888888888889,5,5064,5088,135.40128936486138,135.40128936486138,0.5952452777777769,29.600523301737905,0.07400379506641366,3367,0.6648894154818326,121478.49999999981,43.92084942084948,3155.309365875616,0.0,0.9952830188679245,0.14066666666666666
RL_gq03_eval,14,0.1388888888888889,5,4957,4967,132.93626076433677,132.93626076433677,0.5897102777777764,29.598436554367762,0.07565470417070805,3523,0.7107121242687109,126593.4999999995,44.06656258870295,3313.784069171716,0.0,0.9979867123011879,0.13769444444444445
RL_gq03_eval,15,0.1388888888888889,5,4964,4981,135.29469614973047,135.29469614973047,0.5953991666666661,29.799647461724522,0.06705539358600583,3446,0.6941982272360999,123278.59999999996,44.22559489262915,3231.6178627126433,0.0,0.9965870307167235,0.1378888888888889
RL_gq03_eval,16,0.1388888888888889,5,5077,5094,135.94783544277996,135.94783544277996,0.6031791666666657,29.813758124877,0.06297709923664122,3421,0.6738231238920622,123588.89999999997,43.87345805320083,3189.2103531923917,0.0,0.996662740478995,0.14102777777777778
RL_gq03_eval,17,0.1388888888888889,5,4953,4968,135.1245740130767,135.1245740130767,0.5990966666666658,30.011185140319114,0.07003891050583658,3477,0.7019987886129618,127567.49999999978,43.311044003451315,3264.2113224691284,0.0,0.9969806763285024,0.13758333333333334
RL_gq03_eval,18,0.1388888888888889,5,5028,5045,135.6731501081854,135.6731501081854,0.6038155555555553,29.820853221957126,0.08102955195424213,3451,0.6863564041368337,126105.79999999986,43.45818603303395,3251.529796098264,0.0,0.9966303270564916,0.13966666666666666
RL_gq03_eval,19,0.1388888888888889,5,5001,5009,133.33834016282387,133.33834016282387,0.5909858333333321,29.516156768646386,0.07677543186180422,3432,0.6862627474505099,124468.99999999971,43.73280885780894,3231.3410808740123,0.0,0.9984028748253144,0.13891666666666666
RL_gq05_eval,0,0.1388888888888889,5,4905,4925,135.57494291173865,135.57494291173865,0.5893108333333329,29.93061162079521,0.080078125,3366,0.6862385321100918,121805.59999999954,43.81295306001202,3167.756429257551,0.0,0.9959390862944163,0.13625
RL_gq05_eval,1,0.1388888888888889,5,4829,4854,133.33570571916798,133.33570571916798,0.579658333333333,29.753592876371993,0.08316831683168317,3445,0.71339821909298,126561.89999999988,43.26214804063864,3253.1732325149774,0.0,0.9948496085702513,0.1341388888888889
RL_gq05_eval,2,0.1388888888888889,5,5060,5081,136.63182614491745,136.63182614491745,0.5981013888888882,29.627747035573318,0.08962264150943396,3317,0.6555335968379447,119478.99999999974,43.97980102502269,3109.573254239232,0.0,0.9958669553237551,0.14055555555555554
RL_gq05_eval,3,0.1388888888888889,5,5014,5029,137.05920820853402,137.05920820853402,0.6048488888888877,30.210211408057624,0.0841300191204589,3409,0.6798962903869167,125802.49999999955,43.096949251980185,3180.328711621573,0.0,0.9970172996619606,0.13927777777777778
RL_gq05_eval,4,0.1388888888888889,5,4967,4984,133.66950846506467,133.66950846506467,0.5953655555555551,29.925256694181652,0.09760765550239234,3491,0.7028387356553252,128229.69999999968,43.268490403895825,3293.237797161577,0.0,0.9965890850722311,0.13797222222222222
RL_gq05_eval,5,0.1388888888888889,5,4965,4998,135.95230082333964,135.95230082333964,0.5898199999999993,29.753846928499645,0.0755082284607938,3375,0.6797583081570997,122648.39999999989,43.659733333333364,3166.932480988696,0.0,0.9933973589435774,0.13791666666666666
RL_gq05_eval,6,0.1388888888888889,5,4955,4978,134.99911093077387,134.99911093077387,0.5871027777777769,29.779344096871935,0.0838150289017341,3402,0.6865792129162462,123278.3999999998,43.76296296296302,3201.6276356636745,0.0,0.9953796705504219,0.1376388888888889
RL_gq05_eval,7,0.1388888888888889,5,4980,4996,134.9597696241731,134.9597696241731,0.596241944444444,29.88426706827315,0.1,3412,0.685140562248996,122743.79999999993,44.02584994138337,3215.602070053624,0.0,0.9967974379503602,0.13833333333333334
RL_gq05_eval,8,0.1388888888888889,5,4964,4985,136.28794365373983,136.28794365373983,0.5899688888888875,29.70949838839662,0.08108108108108109,3340,0.6728444802578566,121332.99999999953,43.672754491018104,3150.2934843414023,0.0,0.9957873620862587,0.1378888888888889
RL_gq05_eval,9,0.1388888888888889,5,4935,4955,135.10031272732274,135.10031272732274,0.591091388888888,29.762644376899825,0.0945945945945946,3370,0.6828774062816616,124205.29999999983,43.14382789317513,3179.263112442817,0.0,0.9959636730575177,0.13708333333333333
RL_gq05_eval,10,0.1388888888888889,5,5115,5128,137.45985817326942,137.45985817326942,0.620710833333333,29.987126099706824,0.07351555136663525,3500,0.6842619745845552,124853.79999999992,44.327485714285736,3267.4563491413496,0.0,0.9974648985959438,0.14208333333333334
RL_gq05_eval,11,0.1388888888888889,5,4957,4977,133.00308429196556,133.00308429196556,0.5887641666666659,29.703752269517977,0.09587727708533078,3473,0.7006253782529756,126268.50000000009,43.64281600921391,3283.333562696239,0.0,0.9959815149688568,0.13769444444444445
RL_gq05_eval,12,0.1388888888888889,5,4911,4936,135.61100701950429,135.61100701950429,0.5927313888888883,30.056485440847194,0.08640776699029126,3401,0.692526980248422,122715.89999999985,43.91770067627173,3197.985781161202,0.0,0.994935170178282,0.13641666666666666
RL_gq05_eval,13,0.1388888888888889,5,5064,5088,137.08407474974345,137.08407474974345,0.6013522222222214,29.698627567140775,0.0657769304099142,3349,0.6613349131121643,120392.19999999975,44.05129889519267,3139.3159455734854,0.0,0.9952830188679245,0.14066666666666666
RL_gq05_eval,14,0.1388888888888889,5,4952,4967,133.37926781177023,133.37926781177023,0.5888083333333318,29.63461227786771,0.09064609450337512,3518,0.7104200323101777,128664.49999999983,43.42680500284257,3318.1398392697556,0.0,0.9969800684517818,0.13755555555555554
RL_gq05_eval,15,0.1388888888888889,5,4964,4981,136.76645638630993,136.76645638630993,0.5903347222222216,29.808309830781724,0.0755813953488372,3361,0.6770749395648671,120877.30000000013,44.035316869979134,3153.2660025002483,0.0,0.9965870307167235,0.1378888888888889
RL_gq05_eval,16,0.1388888888888889,5,5073,5094,136.21608307832722,136.21608307832722,0.6130761111111103,29.934663906958537,0.07590132827324478,3464,0.6828306721860832,125297.69999999984,43.82860854503469,3241.5109461352263,0.0,0.9958775029446407,0.14091666666666666
RL_gq05_eval,17,0.1388888888888889,5,4948,4968,135.30241701422284,135.30241701422284,0.5947394444444438,29.8590844785773,0.08502415458937199,3494,0.706143896523848,125293.59999999993,44.1403548941042,3288.3421655179777,0.0,0.9959742351046699,0.13744444444444445
RL_gq05_eval,18,0.1388888888888889,5,5021,5045,137.0911353268962,137.0911353268962,0.6056972222222216,30.039892451702926,0.08555133079847908,3422,0.6815375423222466,125384.2999999999,43.35935125657513,3214.348737990422,0.0,0.9952428146679881,0.13947222222222222
RL_gq05_eval,19,0.1388888888888889,5,4994,5009,133.7810635906725,133.7810635906725,0.5921958333333326,29.653003604325303,0.08803827751196172,3445,0.6898277933520224,124794.69999999972,43.77512336719892,3242.2824015631095,0.0,0.9970053902974646,0.13872222222222222
